id,dist_latest_transaction_address_km,email,application_date,site_visits_A,site_visits_B,site_visits_C,credit_limit,number_of_transactions,is_fraud
15316,3.0,wscotfurth2w@tiny.cc,2019-03-06 20:01:28.865037,1.0,2.0,2.0,"$1,180.78",28,0
15317,5.0,llippinin2@facebook.com,2019-03-07 04:41:13.861224,12.0,0.0,0.0,"$1,387.33",22,0
15318,2.0,rlabbai6@alexa.com,2019-03-21 13:30:46.775857,2.0,2.0,2.0,"$1,283.79",16,0
15319,8.0,tounsworthb5@nih.gov,2019-01-30 01:29:44.878693,3.0,1.0,1.0,"$1,031.95",16,0
15320,7.0,mcrickbh@alexa.com,2019-01-28 06:06:08.457906,13.0,2.0,2.0,"$1,327.54",21,0
15321,8.0,jlabrumdd@amazon.co.jp,2019-02-24 08:20:36.872770,16.0,0.0,0.0,"$3,773.19",19,0
15322,16.0,xkember89@amazon.co.jp,2019-03-21 11:35:10.822164,3.0,2.0,2.0,"$1,379.59",20,0
15323,1.0,hmaken7u@chron.com,2019-03-09 16:38:43.545995,16.0,1.0,1.0,"$2,224.73",20,0
15324,1.0,dnorval2k@soundcloud.com,2019-01-31 23:48:04.616037,8.0,0.0,0.0,"$2,811.60",20,0
15325,0.0,browter8p@alibaba.com,2019-03-02 10:23:34.078163,15.0,1.0,1.0,"$1,299.05",16,1
15326,5.0,bmcaline1v@facebook.com,2019-03-13 10:51:51.975662,1.0,1.0,1.0,"$1,010.03",18,0
15327,5.0,ahampiw@desdev.cn,2019-03-08 08:03:03.713482,16.0,1.0,1.0,"$1,981.80",19,0
15328,1.0,nbroomhallhy@facebook.com,2019-02-09 08:51:37.308023,8.0,2.0,2.0,"$1,382.62",20,0
15329,5.0,cforrestergr@squidoo.com,2019-02-09 21:55:50.184244,13.0,0.0,0.0,"$1,679.99",20,0
15330,2.0,hhollyardhg@facebook.com,2019-02-04 19:03:02.515680,9.0,2.0,2.0,"$1,846.07",24,0
15331,6.0,eelizabethbv@themeforest.net,2019-02-12 19:23:04.396207,3.0,0.0,0.0,"$1,065.23",20,0
15332,4.0,cdowning8m@desdev.cn,2019-01-27 14:52:26.861919,1.0,0.0,0.0,"$1,227.43",17,0
15333,14.0,jpfefflei5@unblog.fr,2019-02-09 00:10:18.260020,3.0,1.0,1.0,"$1,856.71",24,0
15334,11.0,ekordingj4@discuz.net,2019-03-14 04:40:50.125725,2.0,1.0,1.0,"$1,210.94",13,0
15335,7.0,scraydonb3@unc.edu,2019-02-27 09:30:22.074850,0.0,0.0,0.0,"$1,300.24",16,0
15336,2.0,mvanderspohrqr@facebook.com,2019-02-10 18:26:53.171604,9.0,0.0,0.0,"$1,244.28",20,0
15337,2.0,bmccombeqm@amazon.co.jp,2019-01-27 06:00:51.020533,0.0,2.0,2.0,"$2,008.61",18,0
15338,4.0,abealton4g@alexa.com,2019-03-08 21:07:58.130945,1.0,0.0,0.0,"$1,147.95",22,0
15339,6.0,tpidcockoz@amazon.co.jp,2019-03-14 13:20:41.095876,10.0,1.0,1.0,"$1,737.03",22,0
15340,1.0,aampsc4@amazon.co.jp,2019-02-07 19:16:48.988572,27.0,2.0,2.0,"$1,294.98",16,0
15341,3.0,tgibbonad@nih.gov,2019-02-08 09:48:42.970267,0.0,1.0,1.0,"$1,257.80",21,0
15342,20.0,sbigham8l@amazon.co.jp,2019-03-14 11:40:14.374588,4.0,1.0,1.0,"$1,187.80",32,0
15343,1.0,jlabrumdd@discuz.net,2019-03-03 23:44:00.448737,4.0,1.0,1.0,"$1,107.79",18,0
15344,3.0,fgrunnilldh@nih.gov,2019-02-19 20:25:54.186922,4.0,1.0,1.0,"$1,898.28",25,0
15345,3.0,alanahanhz@yolasite.com,2019-02-28 20:38:41.351159,21.0,8.0,8.0,"$2,553.61",22,0
15346,unknown,cblankingjl@typepad.com,2019-02-19 02:18:36.052785,4.0,5.0,5.0,"$2,049.60",16,0
15347,12.0,gbance9u@typepad.com,2019-02-28 02:29:40.227419,13.0,2.0,2.0,"$3,008.62",16,0
15348,0.0,aapril34@yolasite.com,2019-03-08 13:42:43.374695,11.0,0.0,0.0,"$1,007.47",20,0
15349,3.0,mpurveseu@ocn.ne.jp,2019-01-31 04:39:19.401387,5.0,2.0,2.0,"$1,430.51",17,0
15350,4.0,aroddanu@alexa.com,2019-02-24 07:45:10.167799,3.0,1.0,1.0,"$1,776.09",20,0
15351,6.0,gsurmanlf@umich.edu,2019-02-08 06:31:19.870619,3.0,1.0,1.0,"$1,015.04",22,0
15352,9.0,lharnimanio@yolasite.com,2019-02-06 04:02:40.641270,10.0,2.0,2.0,"$1,300.85",17,0
15353,1.0,vmitchelmore8t@alexa.com,2019-02-05 18:42:19.813401,2.0,1.0,1.0,"$2,892.19",18,0
15354,1.0,igrunnellj8@nih.gov,2019-02-23 02:42:57.560848,6.0,0.0,0.0,"$1,300.81",22,0
15355,2.0,atuckwood8k@discuz.net,2019-03-20 16:10:02.202374,50.0,0.0,0.0,"$1,433.59",24,0
15356,0.0,jcourso5@facebook.com,2019-03-14 20:27:05.751259,9.0,2.0,2.0,"$1,350.94",24,0
15357,6.0,vborsnallre@unblog.fr,2019-03-08 09:52:09.744380,49.0,0.0,0.0,"$1,530.55",16,0
15358,10.0,nsteptowelh@amazon.co.jp,2019-02-10 02:34:46.559867,2.0,1.0,1.0,"$1,195.09",20,0
15359,4.0,rmosconi49@yolasite.com,2019-03-04 11:26:22.405827,8.0,1.0,1.0,"$1,288.50",19,0
15360,0.0,tphillippa@discuz.net,2019-03-09 13:25:04.653438,2.0,2.0,2.0,"$1,354.79",20,0
15361,5.0,hphillpot3f@umich.edu,2019-01-31 12:35:03.929197,6.0,1.0,1.0,"$2,607.61",21,0
15362,0.0,achavefu@facebook.com,2019-02-14 15:02:09.284174,1.0,4.0,4.0,"$1,963.29",12,0
15363,5.0,dkruschovn7@nih.gov,2019-03-13 09:51:00.242802,2.0,1.0,1.0,"$1,291.62",18,0
15364,1.0,twiltshaw1p@themeforest.net,2019-02-25 00:23:52.039840,1.0,0.0,0.0,"$1,042.83",24,0
15365,3.0,llowmanbo@facebook.com,2019-03-15 14:41:25.891311,20.0,0.0,0.0,"$1,447.36",20,0
15366,3.0,fdomnin59@typepad.com,2019-02-08 22:13:26.246736,8.0,0.0,0.0,"$1,126.06",17,0
15367,3.0,fklazenga7h@facebook.com,2019-02-28 20:55:43.201684,0.0,2.0,2.0,"$1,490.05",23,0
15368,4.0,aheadyfb@chron.com,2019-03-21 14:53:21.485600,0.0,1.0,1.0,"$1,027.22",19,0
15369,6.0,gwhistanceow@umich.edu,2019-02-16 09:47:37.481351,11.0,0.0,0.0,"$1,040.66",20,0
15370,15.0,mmarrowr@themeforest.net,2019-03-02 23:08:29.448601,1.0,0.0,0.0,"$1,466.07",23,0
15371,2.0,deatttokk7@chron.com,2019-03-04 16:00:08.524056,2.0,0.0,0.0,"$1,225.27",23,0
15372,2.0,agrimsdelld0@facebook.com,2019-02-05 21:34:25.401342,9.0,1.0,1.0,"$1,476.91",20,0
15373,6.0,rorourkea3@psu.edu,2019-02-03 18:54:23.959236,18.0,1.0,1.0,"$3,907.39",18,0
15374,6.0,mspurriora6@facebook.com,2019-01-26 23:34:33.475264,9.0,1.0,1.0,"$1,547.36",23,0
15375,9.0,ghassewellf2@facebook.com,2019-03-13 16:35:34.429365,6.0,2.0,2.0,"$1,259.66",21,0
15376,9.0,agosdenoa@slashdot.org,2019-02-05 17:05:03.379493,35.0,2.0,2.0,"$2,105.83",22,0
15377,4.0,grittmeieres@alexa.com,2019-03-06 05:08:08.820378,2.0,1.0,1.0,"$1,234.26",19,0
15378,7.0,mballeineq3@cbsnews.com,2019-02-08 13:56:48.044084,4.0,1.0,1.0,"$1,057.41",14,0
15379,4.0,icauncego@amazon.co.jp,2019-03-09 19:02:45.353681,13.0,0.0,0.0,"$1,139.23",16,0
15380,6.0,cgerringjg@alexa.com,2019-02-23 11:46:03.871251,7.0,1.0,1.0,"$1,532.25",18,0
15381,5.0,etinhamif@slashdot.org,2019-02-15 20:02:08.570081,5.0,0.0,0.0,"$1,550.01",16,0
15382,6.0,mtwededk@amazon.co.jp,2019-03-26 05:36:25.821974,44.0,1.0,1.0,"$1,526.20",17,0
15383,6.0,wtillyki@nih.gov,2019-02-03 21:02:21.979677,0.0,1.0,1.0,"$2,056.69",14,0
15384,0.0,akilcoyne8f@squidoo.com,2019-03-19 09:03:12.170268,6.0,0.0,0.0,"$1,148.00",20,0
15385,11.0,tripponje@amazon.co.jp,2019-02-24 17:09:46.601007,1.0,0.0,0.0,"$1,027.51",14,0
15386,3.0,fbehnekebk@sbwire.com,2019-03-05 11:09:21.884026,21.0,1.0,1.0,"$1,167.83",14,0
15387,1.0,nbeldom84@facebook.com,2019-02-23 09:07:42.432041,3.0,0.0,0.0,"$1,070.20",27,0
15388,3.0,rzumbusch3b@alexa.com,2019-02-27 03:02:28.461060,20.0,0.0,0.0,"$2,403.16",17,0
15389,3.0,gblumirej2@facebook.com,2019-02-04 02:57:26.731774,11.0,2.0,2.0,"$1,371.88",26,0
15390,2.0,sthomasongh@tiny.cc,2019-02-19 21:18:54.217632,5.0,0.0,0.0,"$1,329.76",17,0
15391,3.0,wswensond9@chron.com,2019-02-17 14:40:27.024504,2.0,1.0,1.0,"$2,036.23",18,0
15392,0.0,mmoorcroftce@umich.edu,2019-03-05 08:25:46.303707,6.0,2.0,2.0,"$1,548.91",20,0
15393,2.0,dkruschovn7@yolasite.com,2019-02-27 19:30:59.442553,3.0,2.0,2.0,"$1,247.13",21,0
15394,2.0,gbance9u@facebook.com,2019-02-16 00:08:20.549376,0.0,0.0,0.0,"$1,283.12",17,0
15395,2.0,ppacept@desdev.cn,2019-03-23 19:53:01.630642,6.0,0.0,0.0,"$1,011.89",19,0
15396,3.0,ngeraschj6@facebook.com,2019-02-04 17:13:49.877654,4.0,1.0,1.0,"$1,267.11",17,0
15397,5.0,abroseniusrg@typepad.com,2019-03-13 13:47:52.699360,1.0,1.0,1.0,"$1,500.85",26,0
15398,11.0,srubinov4v@chron.com,2019-02-25 05:43:37.257026,7.0,1.0,1.0,"$1,061.03",18,0
15399,9.0,jharnett1k@nih.gov,2019-02-12 11:42:04.547636,11.0,1.0,1.0,"$1,640.99",20,0
15400,3.0,rsyderbf@umich.edu,2019-02-28 16:08:44.902684,15.0,0.0,0.0,"$2,039.63",13,0
15401,10.0,jbernath6s@umich.edu,2019-02-21 01:57:55.809108,18.0,2.0,2.0,"$2,250.92",20,0
15402,3.0,mdanskenos@squidoo.com,2019-01-29 07:45:45.651572,9.0,0.0,0.0,"$1,018.37",25,0
15403,5.0,abraniffj1@umich.edu,2019-02-26 22:39:40.131386,5.0,2.0,2.0,"$1,195.18",21,0
15404,7.0,kvanderkruifi@yolasite.com,2019-03-26 07:13:17.679866,1.0,1.0,1.0,"$1,535.58",23,0
15405,15.0,psallings1@facebook.com,2019-02-20 15:50:49.422848,6.0,2.0,2.0,"$1,736.16",21,0
15406,3.0,hsymonesiu@facebook.com,2019-02-14 18:12:34.406434,18.0,1.0,1.0,"$1,128.82",14,0
15407,2.0,khurcheh6@ezinearticles.com,2019-01-29 10:00:12.558417,0.0,2.0,2.0,"$1,928.58",23,0
15408,3.0,mmachans2s@themeforest.net,2019-02-07 13:00:29.365377,8.0,0.0,0.0,"$1,666.07",21,0
15409,7.0,dleninqe@tuttocitta.it,2019-02-18 10:04:47.499279,15.0,0.0,0.0,"$1,705.56",22,0
15410,2.0,aarnois@psu.edu,2019-02-17 01:28:53.623020,8.0,2.0,2.0,"$1,961.42",28,0
15411,9.0,dcharpine6@facebook.com,2019-03-09 20:09:03.387889,1.0,0.0,0.0,"$1,411.87",11,0
15412,1.0,jdenge3d@desdev.cn,2019-01-25 14:40:41.707822,7.0,2.0,2.0,"$2,447.74",29,0
15413,5.0,jpopworthd3@alexa.com,2019-03-19 19:13:39.832175,16.0,3.0,3.0,"$1,001.39",27,0
15414,unknown,bpartrickb6@facebook.com,2019-02-11 18:42:18.131485,7.0,2.0,2.0,"$1,069.97",25,0
15415,0.0,ncaheyjk@slashdot.org,2019-02-14 20:09:11.475534,1.0,0.0,0.0,"$1,420.33",15,0
15416,3.0,lharnimanio@themeforest.net,2019-03-13 01:08:16.333029,16.0,3.0,3.0,"$1,005.28",22,0
15417,2.0,rmosconi49@facebook.com,2019-02-05 05:57:54.649369,7.0,0.0,0.0,"$1,182.94",21,0
15418,3.0,ckmicickigk@desdev.cn,2019-02-07 03:03:13.347438,3.0,1.0,1.0,"$1,686.17",23,1
15419,3.0,ehatherley5c@yolasite.com,2019-03-03 05:20:00.862455,11.0,0.0,0.0,"$1,244.86",12,0
15420,1.0,dbarnicottfz@facebook.com,2019-03-14 08:31:54.686931,1.0,2.0,2.0,"$1,539.62",21,0
15421,unknown,psoreymr@amazon.co.jp,2019-02-07 02:21:15.281898,1.0,1.0,1.0,"$1,240.81",26,0
15422,5.0,eelizabethbv@themeforest.net,2019-02-21 17:23:25.217015,11.0,2.0,2.0,"$2,565.73",20,0
15423,1.0,alottringtonkq@facebook.com,2019-02-10 08:27:25.222932,23.0,1.0,1.0,"$2,781.82",20,0
15424,1.0,mrobinette3o@desdev.cn,2019-02-13 10:41:29.652082,6.0,0.0,0.0,"$1,036.06",16,0
15425,2.0,otroman9x@discuz.net,2019-03-05 20:29:31.957482,4.0,1.0,1.0,"$1,703.14",14,0
15426,2.0,tkearneykv@yolasite.com,2019-02-06 23:26:12.161460,7.0,0.0,0.0,"$1,367.27",19,0
15427,11.0,dglase5@umich.edu,2019-03-06 00:05:58.606458,21.0,0.0,0.0,"$1,882.89",30,1
15428,3.0,ojane18@amazon.co.jp,2019-02-22 17:07:50.026932,19.0,1.0,1.0,"$1,504.00",26,0
15429,unknown,ddyball7g@themeforest.net,2019-03-08 18:14:39.018975,19.0,1.0,1.0,"$1,874.80",16,0
15430,1.0,fwallbrook8r@tuttocitta.it,2019-03-18 06:46:56.874009,7.0,0.0,0.0,"$1,302.77",16,0
15431,2.0,igrunnellj8@facebook.com,2019-01-31 08:52:25.332438,5.0,1.0,1.0,"$1,179.66",19,0
15432,12.0,pgrinvaldsas@umich.edu,2019-03-23 22:55:37.682784,2.0,0.0,0.0,"$1,121.49",21,0
15433,6.0,rgiovanitti4c@psu.edu,2019-02-09 22:20:19.774127,2.0,1.0,1.0,"$1,290.92",26,0
15434,1.0,apitkeathly7s@themeforest.net,2019-01-25 13:06:13.221643,4.0,1.0,1.0,"$1,351.96",20,0
15435,1.0,hskynnermy@craigslist.org,2019-03-08 12:01:15.268622,22.0,0.0,0.0,"$1,573.90",21,0
15436,2.0,asnuggs7d@tuttocitta.it,2019-02-05 05:14:30.609187,3.0,1.0,1.0,"$1,947.86",16,0
15437,4.0,moadescc@desdev.cn,2019-02-17 17:36:58.349498,20.0,0.0,0.0,"$1,148.94",30,0
15438,1.0,rkleintjj@alexa.com,2019-02-25 22:53:10.446746,3.0,1.0,1.0,"$2,195.88",19,0
15439,0.0,mcrickbh@amazon.co.jp,2019-03-21 08:36:37.697451,11.0,1.0,1.0,"$1,035.88",16,0
15440,unknown,cbrewettjn@typepad.com,2019-01-30 13:42:55.285106,13.0,0.0,0.0,"$1,245.85",23,0
15441,8.0,apetraitis1e@alexa.com,2019-03-04 21:04:51.745643,26.0,0.0,0.0,"$1,110.43",21,0
15442,4.0,hsymonesiu@nih.gov,2019-02-04 01:52:24.905899,1.0,1.0,1.0,"$1,133.50",16,0
15443,0.0,ndonin6@themeforest.net,2019-03-25 01:05:36.209168,6.0,1.0,1.0,"$1,145.03",19,0
15444,3.0,nmcsorleylm@facebook.com,2019-02-17 20:39:33.928454,4.0,4.0,4.0,"$1,178.92",17,0
15445,6.0,srubinov4v@themeforest.net,2019-01-26 21:34:21.182568,5.0,0.0,0.0,"$1,792.22",29,0
15446,3.0,jlinsleyci@desdev.cn,2019-03-20 20:26:46.825442,2.0,1.0,1.0,"$1,028.50",28,0
15447,9.0,pbeelbypi@themeforest.net,2019-03-09 11:30:21.316714,28.0,1.0,1.0,"$2,286.05",18,0
15448,unknown,psallings1@nih.gov,2019-03-03 23:01:20.934027,1.0,1.0,1.0,"$1,748.65",21,0
15449,2.0,mhavercroftkh@discuz.net,2019-03-13 20:52:57.532442,7.0,1.0,1.0,"$1,137.13",20,0
15450,9.0,ceillesoc@tiny.cc,2019-02-02 05:43:30.062185,1.0,2.0,2.0,"$1,043.10",13,0
15451,14.0,icattersonr4@facebook.com,2019-01-27 15:54:09.476807,8.0,2.0,2.0,"$2,199.93",21,0
15452,4.0,jspurrioriy@umich.edu,2019-02-22 01:23:55.791803,28.0,0.0,0.0,"$1,403.28",16,0
15453,7.0,ctonermb@umich.edu,2019-03-04 12:15:12.299828,5.0,4.0,4.0,"$1,404.61",17,0
15454,1.0,gsurmanlf@themeforest.net,2019-02-09 11:34:52.318317,2.0,3.0,3.0,"$1,270.13",22,0
15455,1.0,kpechardop@psu.edu,2019-02-14 10:58:41.459631,1.0,2.0,2.0,"$1,361.27",27,0
15456,1.0,rouldcottij@chron.com,2019-02-19 04:48:47.420189,5.0,1.0,1.0,"$1,299.80",18,0
15457,3.0,mballeineq3@squidoo.com,2019-02-17 01:59:04.716505,6.0,3.0,3.0,"$1,283.83",29,1
15458,unknown,gkeysergu@soundcloud.com,2019-02-22 13:13:01.254666,1.0,0.0,0.0,"$2,377.18",25,0
15459,2.0,rkleintjj@alexa.com,2019-01-27 08:00:35.455325,13.0,0.0,0.0,"$2,044.11",11,0
15460,6.0,sstandrin7w@facebook.com,2019-02-04 00:19:10.784332,2.0,4.0,4.0,"$1,733.46",18,0
15461,9.0,fbotheal@ezinearticles.com,2019-02-02 11:45:28.271707,0.0,1.0,1.0,"$1,282.86",22,0
15462,8.0,bpethrick23@themeforest.net,2019-03-20 18:37:59.692938,3.0,4.0,4.0,"$1,524.51",14,1
15463,5.0,kgronojb@alexa.com,2019-02-04 03:13:09.949896,1.0,0.0,0.0,"$1,100.47",19,0
15464,0.0,tbantickbr@yolasite.com,2019-02-07 06:58:48.921982,4.0,2.0,2.0,"$1,846.12",16,0
15465,18.0,rtresweller@themeforest.net,2019-01-29 22:46:35.117962,1.0,0.0,0.0,"$2,378.05",17,0
15466,3.0,ceillesoc@msn.com,2019-03-19 07:55:48.684265,6.0,2.0,2.0,"$1,101.53",18,0
15467,4.0,ekordingj4@yolasite.com,2019-03-05 16:42:50.372267,6.0,3.0,3.0,"$1,069.86",15,0
15468,11.0,vdinleymn@umich.edu,2019-02-19 15:00:35.501830,7.0,0.0,0.0,"$1,961.59",10,1
15469,2.0,geakenej@themeforest.net,2019-02-11 14:52:19.536790,10.0,1.0,1.0,"$1,109.86",17,0
15470,1.0,lmoencu@themeforest.net,2019-03-11 02:35:11.346329,27.0,0.0,0.0,"$1,168.06",10,0
15471,10.0,mbeig6u@themeforest.net,2019-03-01 02:55:48.949258,2.0,0.0,0.0,"$1,240.76",22,0
15472,7.0,ubeckersml@umich.edu,2019-03-13 14:46:13.959448,11.0,2.0,2.0,"$2,313.00",17,0
15473,1.0,ecodlin99@ezinearticles.com,2019-02-23 20:01:25.686164,3.0,0.0,0.0,"$1,320.76",17,0
15474,4.0,mlief25@facebook.com,2019-03-09 22:01:19.301921,8.0,1.0,1.0,"$1,001.64",23,0
15475,4.0,famburgyka@nih.gov,2019-01-30 03:51:20.747431,0.0,0.0,0.0,"$1,107.44",20,0
15476,6.0,pbeelbypi@unblog.fr,2019-02-17 01:19:19.373719,8.0,0.0,0.0,"$1,066.36",20,0
15477,1.0,vbohlerkx@yolasite.com,2019-03-03 15:52:06.555388,3.0,0.0,0.0,"$1,611.41",20,0
15478,8.0,mchurchouse2b@nih.gov,2019-03-08 03:34:14.988659,11.0,3.0,3.0,"$1,819.42",29,0
15479,27.0,ehatherley5c@topsy.com,2019-02-10 16:28:08.760780,16.0,2.0,2.0,"$1,061.45",17,0
15480,5.0,gdewar68@themeforest.net,2019-03-05 06:47:39.531590,0.0,1.0,1.0,"$1,200.72",16,0
15481,9.0,ewarboyg9@umich.edu,2019-02-27 23:33:08.864685,8.0,1.0,1.0,"$1,679.64",17,0
15482,3.0,aroddanu@umich.edu,2019-03-02 22:09:28.839570,13.0,1.0,1.0,"$1,393.47",21,0
15483,5.0,cbrewettjn@yolasite.com,2019-03-26 07:18:36.164597,16.0,1.0,1.0,"$1,725.61",14,0
15484,10.0,lkindley53@facebook.com,2019-03-09 21:57:33.330698,6.0,1.0,1.0,"$1,344.46",18,0
15485,5.0,sstainfieldmi@desdev.cn,2019-02-01 08:53:14.965070,24.0,3.0,3.0,"$1,929.99",27,0
15486,1.0,wdiboldihd@slashdot.org,2019-03-14 16:08:09.147463,0.0,0.0,0.0,"$1,366.83",23,0
15487,2.0,cstockoecp@alibaba.com,2019-03-03 08:57:01.524883,15.0,0.0,0.0,"$2,071.09",20,0
15488,5.0,sstandrin7w@alexa.com,2019-02-12 00:12:28.799574,4.0,1.0,1.0,"$1,304.35",21,0
15489,2.0,pbrownsmith5w@themeforest.net,2019-02-05 16:08:44.699055,38.0,3.0,3.0,"$1,412.95",25,0
15490,4.0,elipmannmt@alexa.com,2019-02-08 05:24:54.874808,1.0,1.0,1.0,"$1,069.21",14,0
15491,10.0,lbaise8w@themeforest.net,2019-02-27 18:03:22.069498,5.0,1.0,1.0,"$1,309.20",24,0
15492,7.0,nsteptowelh@amazon.co.jp,2019-03-09 03:18:35.947037,9.0,0.0,0.0,"$1,289.16",16,0
15493,0.0,gcroose5l@typepad.com,2019-02-07 23:16:17.916205,1.0,0.0,0.0,"$1,383.58",18,0
15494,5.0,hglasheeniq@alexa.com,2019-01-26 09:59:02.375294,3.0,1.0,1.0,"$2,655.94",19,0
15495,6.0,rkleintjj@amazon.co.jp,2019-02-16 20:03:50.294083,6.0,1.0,1.0,"$1,079.45",15,0
15496,1.0,gcosbee4a@themeforest.net,2019-02-19 19:34:35.159975,4.0,0.0,0.0,"$1,075.74",22,0
15497,2.0,mdelaharpegs@amazon.co.jp,2019-02-04 23:54:13.780888,8.0,2.0,2.0,"$1,511.08",13,0
15498,5.0,ndonin6@facebook.com,2019-01-28 02:44:40.967242,17.0,0.0,0.0,"$1,319.15",21,0
15499,5.0,fklazenga7h@facebook.com,2019-02-09 19:59:38.091643,29.0,1.0,1.0,"$1,713.09",18,0
15500,35.0,kgadsonmq@tiny.cc,2019-02-18 09:43:50.314903,37.0,1.0,1.0,"$1,995.17",13,0
15501,9.0,dmotionli@yolasite.com,2019-02-28 02:39:53.154271,16.0,0.0,0.0,"$1,368.32",18,0
15502,5.0,tfaulkner6w@slashdot.org,2019-02-27 11:49:55.287216,4.0,2.0,2.0,"$1,605.95",21,1
15503,3.0,chaylands4j@yolasite.com,2019-03-18 09:36:01.272618,25.0,1.0,1.0,"$2,711.07",27,0
15504,8.0,dsaphinb4@amazon.co.jp,2019-02-22 06:54:25.731179,9.0,3.0,3.0,"$1,169.34",22,0
15505,5.0,gsimoncini63@themeforest.net,2019-03-22 17:29:08.334497,1.0,2.0,2.0,"$1,249.56",24,0
15506,6.0,ccullrfordaw@amazon.co.jp,2019-02-04 05:14:56.243269,5.0,1.0,1.0,"$1,273.34",18,0
15507,2.0,zbretonqb@alexa.com,2019-01-26 19:23:41.012145,8.0,2.0,2.0,"$1,854.36",18,0
15508,2.0,mmcpaikerq@alibaba.com,2019-03-19 17:21:37.333386,8.0,1.0,1.0,"$1,926.22",22,0
15509,2.0,ogallaherqw@themeforest.net,2019-03-12 17:35:42.223937,41.0,0.0,0.0,"$1,448.53",17,0
15510,4.0,riannitticv@chron.com,2019-03-19 05:34:58.493293,0.0,3.0,3.0,"$1,528.37",13,0
15511,3.0,scraydonb3@alexa.com,2019-02-26 13:32:26.579980,13.0,3.0,3.0,"$1,738.94",22,0
15512,7.0,vcutressf6@amazon.co.jp,2019-02-20 13:01:55.545943,2.0,0.0,0.0,"$1,531.86",24,0
15513,8.0,ljelfs67@tuttocitta.it,2019-01-28 23:56:55.063786,3.0,0.0,0.0,"$1,226.04",17,0
15514,7.0,fwhiskerdng@typepad.com,2019-02-22 14:38:14.717926,4.0,0.0,0.0,"$1,175.07",21,0
15515,0.0,lratcliffji@psu.edu,2019-02-12 01:38:17.940962,5.0,1.0,1.0,"$1,621.19",18,1
15516,2.0,edavidyqi@mozilla.org,2019-03-19 15:11:43.758857,3.0,0.0,0.0,"$1,003.07",24,0
15517,4.0,apinnigarbt@facebook.com,2019-03-17 10:14:26.411765,0.0,0.0,0.0,"$1,026.36",14,0
15518,5.0,mmckeneymp@tuttocitta.it,2019-02-22 06:24:57.930424,14.0,2.0,2.0,"$1,406.33",15,0
15519,4.0,ajudkin6p@themeforest.net,2019-02-28 10:58:49.203998,1.0,0.0,0.0,"$1,845.98",14,0
15520,3.0,llippinin2@desdev.cn,2019-02-23 23:25:24.009301,1.0,1.0,1.0,"$1,714.21",24,0
15521,1.0,calastairf4@amazon.co.jp,2019-03-06 04:51:21.316169,3.0,0.0,0.0,"$1,110.82",18,1
15522,2.0,zdawdarycy@typepad.com,2019-02-16 03:28:27.057692,9.0,2.0,2.0,"$1,580.07",22,0
15523,12.0,mjahncke2z@yolasite.com,2019-02-19 08:38:24.277871,8.0,3.0,3.0,"$1,262.49",15,0
15524,12.0,rsyderbf@alexa.com,2019-03-07 05:40:48.451709,1.0,1.0,1.0,"$2,264.33",13,0
15525,11.0,cbarlass4m@facebook.com,2019-03-09 19:22:51.570718,19.0,0.0,0.0,"$2,557.37",27,0
15526,10.0,fgrunnilldh@discuz.net,2019-03-08 22:31:01.488891,3.0,0.0,0.0,"$1,108.99",25,0
15527,0.0,tcarlesijx@facebook.com,2019-02-07 20:46:32.287194,26.0,0.0,0.0,"$2,868.07",21,0
15528,0.0,aclemintonii8@chron.com,2019-02-15 07:16:42.499010,1.0,0.0,0.0,"$1,218.06",19,0
15529,0.0,nbeldom84@facebook.com,2019-03-20 17:24:57.895109,0.0,0.0,0.0,"$1,404.69",27,0
15530,2.0,aculkin7r@slashdot.org,2019-02-26 02:25:42.459666,20.0,0.0,0.0,"$1,542.05",27,0
15531,3.0,vfribergr0@facebook.com,2019-03-18 17:45:20.234374,10.0,1.0,1.0,"$1,110.16",22,0
15532,6.0,fwallbrook8r@jalbum.net,2019-02-13 03:49:28.502775,1.0,2.0,2.0,"$1,212.46",22,0
15533,4.0,pcotty8n@yolasite.com,2019-03-23 15:15:39.853799,3.0,2.0,2.0,"$1,819.99",21,0
15534,1.0,lkose1a@ovh.net,2019-01-30 22:39:09.642414,1.0,0.0,0.0,"$1,075.14",21,0
15535,8.0,mfrodsam6n@soundcloud.com,2019-03-22 06:56:50.415887,4.0,1.0,1.0,"$1,424.39",20,0
15536,2.0,dbarnicottfz@yolasite.com,2019-02-24 21:44:04.703971,12.0,1.0,1.0,"$1,053.57",17,0
15537,2.0,cbrecher9v@yolasite.com,2019-03-09 15:31:26.179936,36.0,0.0,0.0,"$1,130.44",18,0
15538,0.0,ckmicickigk@soundcloud.com,2019-03-21 00:00:20.289678,12.0,1.0,1.0,"$1,580.71",16,0
15539,9.0,ejohnseyns@yolasite.com,2019-02-07 18:59:55.199321,9.0,0.0,0.0,"$1,118.38",22,0
15540,1.0,fpaunceforths@desdev.cn,2019-03-12 09:28:51.968503,13.0,0.0,0.0,"$1,072.00",21,0
15541,13.0,bchomiszewski70@umich.edu,2019-02-16 22:03:21.401368,6.0,2.0,2.0,"$1,079.41",19,0
15542,2.0,umaruskaey@squidoo.com,2019-02-14 08:02:47.022483,9.0,2.0,2.0,"$1,184.69",22,0
15543,2.0,cmonganr2@squidoo.com,2019-03-11 15:47:12.175038,20.0,2.0,2.0,"$1,007.28",17,0
